user_id,title,message,type,is_read,action_url,related_entity_id,icon,priority,id,created_date,updated_date,created_by_id,created_by,is_sample
"6952b639bb9daf9e942e14f7","🎉 הפרופיל שלך אושר והופעל!","מזל טוב! הפרופיל המעודכן שלך כולל כל השירותים והתמונות כעת מוצג באתר. לחצי כאן כדי לצפות בפרופיל שלך.","profile_updated","false","/Profile","","✅","high","695403b4b362607c9efe063f","2025-12-30T16:54:12.101000","2025-12-30T16:54:12.101000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"68bebd5a2be070ee29762b84","🎉 הפרופיל שלך אושר והופעל!","מזל טוב! הפרופיל המעודכן שלך כולל כל השירותים והתמונות כעת מוצג באתר. לחצי כאן כדי לצפות בפרופיל שלך.","profile_updated","false","/Profile","","✅","high","69537317729d5f3aae8a48f3","2025-12-30T06:37:11.254000","2025-12-30T06:37:11.254000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"68c2e6790e88108267e5be46","🎉 הפרופיל שלך אושר והופעל!","מזל טוב! הפרופיל המעודכן שלך כולל כל השירותים והתמונות כעת מוצג באתר. לחצי כאן כדי לצפות בפרופיל שלך.","profile_updated","false","/Profile","","✅","high","6952b5aeac07b5c228cc0596","2025-12-29T17:09:02.111000","2025-12-29T17:09:02.111000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"693bc5222f02d28a65ef38f2","🎉 הפרופיל שלך אושר והופעל!","מזל טוב! הפרופיל המעודכן שלך כולל כל השירותים והתמונות כעת מוצג באתר. לחצי כאן כדי לצפות בפרופיל שלך.","profile_updated","false","/Profile","","✅","high","6947f077f3496aefc4acf811","2025-12-21T13:04:55.281000","2025-12-21T13:04:55.281000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"68457ecdf4baceb2cf6abe6f","🎉 הפרופיל שלך אושר והופעל!","מזל טוב! הפרופיל המעודכן שלך כולל כל השירותים והתמונות כעת מוצג באתר. לחצי כאן כדי לצפות בפרופיל שלך.","profile_updated","false","/Profile","","✅","high","6947f076552c15799ff742d6","2025-12-21T13:04:54.676000","2025-12-21T13:04:54.676000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"68f72981a2e8053b5217f6b2","🎉 הפרופיל שלך אושר והופעל!","מזל טוב! הפרופיל המעודכן שלך כולל כל השירותים והתמונות כעת מוצג באתר. לחצי כאן כדי לצפות בפרופיל שלך.","profile_updated","false","/Profile","","✅","high","693953b034940c2825ff730b","2025-12-10T11:04:16.088000","2025-12-10T11:04:16.088000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"68f72981a2e8053b5217f6b2","🎉 הפרופיל שלך אושר והופעל!","מזל טוב! הפרופיל המעודכן שלך כולל כל השירותים והתמונות כעת מוצג באתר. לחצי כאן כדי לצפות בפרופיל שלך.","profile_updated","false","/Profile","","✅","high","693953ad541239e7cd4e9896","2025-12-10T11:04:13.086000","2025-12-10T11:04:13.086000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"6845800ecce0ada78f7a0417","🎉 הפרופיל שלך אושר והופעל!","מזל טוב! הפרופיל המעודכן שלך כולל כל השירותים והתמונות כעת מוצג באתר. לחצי כאן כדי לצפות בפרופיל שלך.","profile_updated","false","/Profile","","✅","high","693953ace7079de0ad155482","2025-12-10T11:04:12.532000","2025-12-10T11:04:12.532000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"68459ef040660a50d635d5b8","🎉 הפרופיל שלך אושר והופעל!","מזל טוב! הפרופיל המעודכן שלך כולל כל השירותים והתמונות כעת מוצג באתר. לחצי כאן כדי לצפות בפרופיל שלך.","profile_updated","false","/Profile","","✅","high","69392a4cb8493ca6e012e616","2025-12-10T08:07:40.157000","2025-12-10T08:07:40.157000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"68459ef040660a50d635d5b8","🎉 הפרופיל שלך אושר והופעל!","מזל טוב! הפרופיל המעודכן שלך כולל כל השירותים והתמונות כעת מוצג באתר. לחצי כאן כדי לצפות בפרופיל שלך.","profile_updated","false","/Profile","","✅","high","69392a4529c3c7e546d6b3fb","2025-12-10T08:07:33.557000","2025-12-10T08:07:33.557000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"68beccdb31677d443792c007","🎉 הפרופיל שלך אושר והופעל!","מזל טוב! הפרופיל המעודכן שלך כולל כל השירותים והתמונות כעת מוצג באתר. לחצי כאן כדי לצפות בפרופיל שלך.","profile_updated","false","/Profile","","✅","high","6939067ed866503732533ad9","2025-12-10T05:34:54.940000","2025-12-10T05:34:54.940000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"68c6cf5449908d7194ecbb27","🎉 הפרופיל שלך אושר והופעל!","מזל טוב! הפרופיל המעודכן שלך כולל כל השירותים והתמונות כעת מוצג באתר. לחצי כאן כדי לצפות בפרופיל שלך.","profile_updated","false","/Profile","","✅","high","6939067b364b943f64734146","2025-12-10T05:34:51.856000","2025-12-10T05:34:51.856000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"68bfc421aac14356151fd569","🎉 הפרופיל שלך אושר והופעל!","מזל טוב! הפרופיל המעודכן שלך כולל כל השירותים והתמונות כעת מוצג באתר. לחצי כאן כדי לצפות בפרופיל שלך.","profile_updated","false","/Profile","","✅","high","6939067746b576d21d01dfa9","2025-12-10T05:34:47.771000","2025-12-10T05:34:47.771000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"68c6cf5449908d7194ecbb27","🎉 הפרופיל שלך אושר והופעל!","מזל טוב! הפרופיל המעודכן שלך כולל כל השירותים והתמונות כעת מוצג באתר. לחצי כאן כדי לצפות בפרופיל שלך.","profile_updated","false","/Profile","","✅","high","69390673caa07eaef19188cc","2025-12-10T05:34:43.449000","2025-12-10T05:34:43.449000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"68ff7c2478c2a71d7ec9bb49","🎉 הפרופיל שלך אושר והופעל!","מזל טוב! הפרופיל המעודכן שלך כולל כל השירותים והתמונות כעת מוצג באתר. לחצי כאן כדי לצפות בפרופיל שלך.","profile_updated","false","/Profile","","✅","high","6939066f36acff81714bfcf2","2025-12-10T05:34:39.231000","2025-12-10T05:34:39.231000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"691ec3220c9c5d3efd1b8131","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","691ed143089a86bf705d0672","2025-11-20T08:28:51.100000","2025-11-20T08:28:51.100000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"691ec3220c9c5d3efd1b8131","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","691ed1422085d6022bdb1a99","2025-11-20T08:28:50.084000","2025-11-20T08:28:50.084000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"691ec3220c9c5d3efd1b8131","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","691ed1417355fedbcca054ed","2025-11-20T08:28:49.173000","2025-11-20T08:28:49.173000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"691ec3220c9c5d3efd1b8131","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","691ed1400340b7b509a09343","2025-11-20T08:28:48.730000","2025-11-20T08:28:48.730000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"691ec3220c9c5d3efd1b8131","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","691ed13fdcfb7d47df02ac83","2025-11-20T08:28:47.475000","2025-11-20T08:28:47.475000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"691ec3220c9c5d3efd1b8131","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","691ed13dfa1de336fd5bd2f8","2025-11-20T08:28:45.044000","2025-11-20T08:28:45.044000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"68fe13afed71973678fb2aca","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","691a1e6dd08ae8596fe95d4c","2025-11-16T18:56:45.850000","2025-11-16T18:56:45.850000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"690204ebf9a44647276b3ca7","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","691731512ef24715e6989c8a","2025-11-14T13:40:33.815000","2025-11-14T13:40:33.815000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"690ae8681d1f4f59fef2afd1","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","6917314cb4893b917d6e6c63","2025-11-14T13:40:28.810000","2025-11-14T13:40:28.810000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"690ae8681d1f4f59fef2afd1","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","6917314c76d5f0d802b0d0f5","2025-11-14T13:40:28.089000","2025-11-14T13:40:28.089000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"690ae8681d1f4f59fef2afd1","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","691731492841c65402a43d07","2025-11-14T13:40:25.457000","2025-11-14T13:40:25.457000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"6845828d0e5f80db01bb87b0","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","69173142c3c8d019c07e1074","2025-11-14T13:40:18.680000","2025-11-14T13:40:18.680000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"690204ebf9a44647276b3ca7","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","691731335bf26f275dcd2ca1","2025-11-14T13:40:03.619000","2025-11-14T13:40:03.619000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"685a7a77d44d3efd6a17a4d0","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","69138367468b63749e89356b","2025-11-11T18:41:43.202000","2025-11-11T18:41:43.202000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"6845d60dc9e76d6e8a3079ae","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","69137d75320ca8059e434ad8","2025-11-11T18:16:21.711000","2025-11-11T18:16:21.711000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"69109ab0a56b8616f0ef53ea","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","691358a326fdc11e8fc0d089","2025-11-11T15:39:15.151000","2025-11-11T15:39:15.151000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"68513c1d62c65aee44a46883","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","6913589f1b530cb08e728de4","2025-11-11T15:39:11.702000","2025-11-11T15:39:11.702000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"6900ad6e1bda66313d99059f","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","691358937c71b8baf32c6c3f","2025-11-11T15:38:59.921000","2025-11-11T15:38:59.921000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"691305822232328a8872a739","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","69135889f0b6c74cdf0e154a","2025-11-11T15:38:49.169000","2025-11-11T15:38:49.169000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"68c67eec582dc4e5ea6eed4d","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","69135886efd523380482f06c","2025-11-11T15:38:46.093000","2025-11-11T15:38:46.093000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"690204ebf9a44647276b3ca7","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","69135882d92260e24682338e","2025-11-11T15:38:42.184000","2025-11-11T15:38:42.184000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"69109ab0a56b8616f0ef53ea","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","6913587dd5118994fd76a315","2025-11-11T15:38:37.707000","2025-11-11T15:38:37.707000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"691228bff165cf5243b37ef9","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","691358768ae6070a553e0b28","2025-11-11T15:38:30.295000","2025-11-11T15:38:30.295000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"690ae8681d1f4f59fef2afd1","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","691358728ae6070a553e0b26","2025-11-11T15:38:26.850000","2025-11-11T15:38:26.850000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"68bfba5836cb7c4c40fe1a80","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","6913586a1277ae70b9c7da80","2025-11-11T15:38:18.362000","2025-11-11T15:38:18.362000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"68bfba5836cb7c4c40fe1a80","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","69135865cd6f1f751197882b","2025-11-11T15:38:13.247000","2025-11-11T15:38:13.247000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"6845d60dc9e76d6e8a3079ae","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","6913585df3417025047e74e2","2025-11-11T15:38:05.283000","2025-11-11T15:38:05.283000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"685a7a77d44d3efd6a17a4d0","⭐ קיבלת המלצה חדשה!","חיה עזריה המליצה על השירות שלך: ""ענתי חושפת שיח יומיומי עמוק עם הבורא, ומתארת כיצד ...""","system","false","","migrated_paid_68c29b9a3dc6f07f760a7ca8_1762518056685","⭐","medium","6910b8452c4e175ee1495a09","2025-11-09T15:50:29.822000","2025-11-09T15:50:29.822000","690baf829aa15889db406672","alon24@012.net.il","false"
"68be9cd25de226bd79286fc1","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","690dba635c404673be0abf3a","2025-11-07T09:22:43.053000","2025-11-07T09:22:43.053000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"683ed65f1113585473038f32","עדכון הפרופיל נדחה","בקשתך לעדכון הפרופיל נדחתה. סיבה: ניסיון","system","false","/Profile","","❌","medium","690c86e341174878e2994fb9","2025-11-06T11:30:43.413000","2025-11-06T11:30:43.413000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"690baf829aa15889db406672","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","690c86d5063819abc60ab83d","2025-11-06T11:30:29.898000","2025-11-06T11:30:29.898000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"68be9cd25de226bd79286fc1","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","690c86bbd61f78fcfe23bca6","2025-11-06T11:30:03.335000","2025-11-06T11:30:03.335000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"68be9cd25de226bd79286fc1","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","690c86b8348a340014ee59ad","2025-11-06T11:30:00.720000","2025-11-06T11:30:00.720000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"68be9cd25de226bd79286fc1","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","690c86b678189c9da356c703","2025-11-06T11:29:58.951000","2025-11-06T11:29:58.951000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"684584f4b6e6da9391eeff62","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","690b5838b178553818cc4fc7","2025-11-05T13:59:20.630000","2025-11-05T13:59:20.630000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"690ad826fa3d5ddf00c49f5c","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","690b03485f1b4146293bc85c","2025-11-05T07:56:56.391000","2025-11-05T07:56:56.391000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"690ae8681d1f4f59fef2afd1","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","690b034232941abc78aec098","2025-11-05T07:56:50.854000","2025-11-05T07:56:50.854000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"68c252873263ba125b99e751","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","690ad60184042b71db4a124a","2025-11-05T04:43:45.909000","2025-11-05T04:43:45.909000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"68bece66ec6d25be9062c9f4","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","690ad5f6eefe0de2eb2ec8c0","2025-11-05T04:43:34.641000","2025-11-05T04:43:34.641000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"68f773a4245574ca5953d117","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","690ad5dff15f1b804f2778f9","2025-11-05T04:43:11.711000","2025-11-05T04:43:11.711000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"68fa8c2a7b0f0c39729d9eca","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","690ad5d23a5678e9540c92a2","2025-11-05T04:42:58.486000","2025-11-05T04:42:58.486000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"690a3775801c53e9702b7bf2","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","690ad5cdeb896e8ad01b885f","2025-11-05T04:42:53.999000","2025-11-05T04:42:53.999000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
"68513c1d62c65aee44a46883","הפרופיל שלך אושר!","הפרופיל שלך עודכן בהצלחה! כל השירותים והתמונות שלך כעת מוצגים באתר. רענני את הדף כדי לראות את השינויים.","profile_updated","false","/Profile","","✅","medium","690ad5b35226d33303aee538","2025-11-05T04:42:27.077000","2025-11-05T04:42:27.077000","683ed65f1113585473038f32","cberdugocohen@gmail.com","false"
